x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.5701253414154053,0.4436543583869934,4.94693210839614e-07,0.5142614245414734,0.4261547327041626,-0.02319173701107502,0.46120524406433105,0.38592034578323364,-0.04281115159392357,0.42079901695251465,0.37094423174858093,-0.06111285090446472,0.38876837491989136,0.3689348101615906,-0.08173994719982147,0.47127583622932434,0.2620355784893036,-0.03976646065711975,0.44320032000541687,0.1695651113986969,-0.06667397916316986,0.426817387342453,0.11110633611679077,-0.08692573010921478,0.4134591221809387,0.06257583200931549,-0.10067376494407654,0.507086992263794,0.24379999935626984,-0.04610069841146469,0.48568856716156006,0.13795940577983856,-0.06945490092039108,0.47005510330200195,0.07157926261425018,-0.08742950111627579,0.45625224709510803,0.017794907093048096,-0.09983254969120026,0.5439624786376953,0.2447478473186493,-0.05464796721935272,0.5223066210746765,0.1439976990222931,-0.07528828084468842,0.505732536315918,0.07952135801315308,-0.08951674401760101,0.4915246367454529,0.027527838945388794,-0.09892459958791733,0.5819471478462219,0.2592208683490753,-0.06493203341960907,0.5661947727203369,0.18219973146915436,-0.0827425867319107,0.5517970323562622,0.13183023035526276,-0.08991103619337082,0.5379694700241089,0.09009842574596405,-0.09415669739246368,a
0.5727821588516235,0.4541093111038208,4.5534500259236665e-07,0.5166090130805969,0.435025155544281,-0.02653568424284458,0.4636739194393158,0.38872072100639343,-0.04683980345726013,0.42229509353637695,0.365500271320343,-0.06549035757780075,0.3869442641735077,0.36234936118125916,-0.08581341058015823,0.4728545546531677,0.2644518315792084,-0.03850259631872177,0.4427455961704254,0.1719968169927597,-0.06627564132213593,0.4245465397834778,0.11427833139896393,-0.08779660612344742,0.4105505347251892,0.06693832576274872,-0.10249839723110199,0.507033109664917,0.24545785784721375,-0.043348055332899094,0.4817396402359009,0.14354711771011353,-0.0675739273428917,0.46502354741096497,0.08086353540420532,-0.0855247974395752,0.45178455114364624,0.03127710521221161,-0.0975852906703949,0.5440612435340881,0.24449993669986725,-0.05117015168070793,0.521431565284729,0.14254233241081238,-0.07225806266069412,0.5065748691558838,0.07940255105495453,-0.08460822701454163,0.49514153599739075,0.02770981192588806,-0.09263148158788681,0.583550751209259,0.2579077184200287,-0.06136273965239525,0.5684307217597961,0.18011081218719482,-0.07898885011672974,0.5553774833679199,0.12944473326206207,-0.0850805714726448,0.5432800650596619,0.08665327727794647,-0.08851530402898788,a
0.5722830295562744,0.4522019922733307,2.6242824446853774e-07,0.5061823129653931,0.4269216060638428,-0.020144209265708923,0.46159616112709045,0.35169556736946106,-0.029720192775130272,0.4446037709712982,0.2797392010688782,-0.03836536034941673,0.42352166771888733,0.22683092951774597,-0.047460854053497314,0.47539159655570984,0.2597426474094391,-0.02073337882757187,0.4456615746021271,0.17162005603313446,-0.04253555089235306,0.42619645595550537,0.11819939315319061,-0.060115911066532135,0.4105689525604248,0.07353408634662628,-0.07272029668092728,0.5086112022399902,0.2426205724477768,-0.026707515120506287,0.4816981554031372,0.14459608495235443,-0.046632081270217896,0.4627699553966522,0.08457690477371216,-0.06438405066728592,0.44655469059944153,0.03569422662258148,-0.0768519788980484,0.5435388088226318,0.24243587255477905,-0.035767827183008194,0.5234373807907104,0.14473369717597961,-0.055268269032239914,0.5084654688835144,0.0824323296546936,-0.06908060610294342,0.4951470196247101,0.03074684739112854,-0.07867942005395889,0.58103346824646,0.25663989782333374,-0.04676530510187149,0.5685081481933594,0.18144848942756653,-0.06492547690868378,0.556411862373352,0.13180719316005707,-0.07299862802028656,0.5446061491966248,0.08884944021701813,-0.07825563848018646,a
0.5731925964355469,0.45607441663742065,4.865090659222915e-07,0.5126069784164429,0.44311752915382385,-0.04023347795009613,0.4612310528755188,0.39583128690719604,-0.06680870801210403,0.4246000647544861,0.3607514798641205,-0.08889114856719971,0.39377591013908386,0.33768823742866516,-0.1121266558766365,0.47162148356437683,0.27880042791366577,-0.05756397545337677,0.44120725989341736,0.18283745646476746,-0.08946975320577621,0.42215195298194885,0.12352405488491058,-0.11313191056251526,0.40691182017326355,0.07253493368625641,-0.1297374665737152,0.509390115737915,0.25898706912994385,-0.05669669434428215,0.48498231172561646,0.15742754936218262,-0.08677253872156143,0.46768906712532043,0.09641750156879425,-0.10911864787340164,0.4518912732601166,0.04391494393348694,-0.12503133714199066,0.5473223924636841,0.2563692331314087,-0.05916684865951538,0.5257092714309692,0.15744811296463013,-0.08571162074804306,0.5084516406059265,0.09096364676952362,-0.10367769747972488,0.4938872158527374,0.03571455180644989,-0.11630278825759888,0.5860982537269592,0.2668790817260742,-0.0647263452410698,0.5696015357971191,0.18865999579429626,-0.08683829009532928,0.5554456114768982,0.13582803308963776,-0.09788171201944351,0.5424699187278748,0.09036390483379364,-0.10581398755311966,a
0.5720908641815186,0.45655763149261475,5.303871830619755e-07,0.5130239129066467,0.44546419382095337,-0.03653866797685623,0.4616560637950897,0.3966115713119507,-0.05974411591887474,0.4285126030445099,0.36010560393333435,-0.07930544763803482,0.3990557789802551,0.3392156660556793,-0.1004042699933052,0.4690605401992798,0.27814817428588867,-0.049337003380060196,0.4429366886615753,0.18790170550346375,-0.08053479343652725,0.4253213107585907,0.12940776348114014,-0.10541895776987076,0.4110974073410034,0.07894009351730347,-0.12271169573068619,0.5053717494010925,0.2557687759399414,-0.050800252705812454,0.48151659965515137,0.1512359380722046,-0.07763910293579102,0.4643584191799164,0.082792267203331,-0.10032157599925995,0.44947361946105957,0.023108452558517456,-0.11666693538427353,0.5427773594856262,0.25320836901664734,-0.05569779500365257,0.5211502313613892,0.1530178189277649,-0.07874888181686401,0.5060939788818359,0.0902358889579773,-0.09559149295091629,0.49392804503440857,0.03737533092498779,-0.10748452693223953,0.5816978812217712,0.2659277021884918,-0.0637974664568901,0.5659662485122681,0.18985296785831451,-0.08318198472261429,0.5531584620475769,0.13956260681152344,-0.09239386022090912,0.5424055457115173,0.09672912955284119,-0.09887447953224182,a
0.5661790370941162,0.4550046920776367,4.792893832927803e-07,0.5080544948577881,0.44051048159599304,-0.031022123992443085,0.4576965868473053,0.3867756724357605,-0.052061136811971664,0.4253225326538086,0.34382420778274536,-0.07024165242910385,0.39581260085105896,0.31586986780166626,-0.0902075245976448,0.4636830687522888,0.27217721939086914,-0.04717318341135979,0.43308061361312866,0.18174317479133606,-0.0790434256196022,0.413045197725296,0.12429511547088623,-0.1033584475517273,0.3973968029022217,0.07377088069915771,-0.12016437947750092,0.49887725710868835,0.25093138217926025,-0.051351241767406464,0.4719293415546417,0.14689455926418304,-0.07991266250610352,0.45395028591156006,0.07773858308792114,-0.10214095562696457,0.4390810430049896,0.018320530652999878,-0.11753159016370773,0.5368035435676575,0.25081080198287964,-0.058440156280994415,0.5121591687202454,0.15093772113323212,-0.08405665308237076,0.49555253982543945,0.08571180701255798,-0.1007622480392456,0.4820137619972229,0.02971974015235901,-0.11198549717664719,0.5766322612762451,0.26639682054519653,-0.06798387318849564,0.5583366751670837,0.19149243831634521,-0.09094630181789398,0.5424003601074219,0.14229682087898254,-0.10101942718029022,0.5287396907806396,0.09967076778411865,-0.10728319734334946,a
0.568875253200531,0.45483851432800293,3.674089441574324e-07,0.5057175159454346,0.438324511051178,-0.03324064239859581,0.45584774017333984,0.3731067180633545,-0.05180906131863594,0.4329622685909271,0.30964845418930054,-0.06756553053855896,0.4134160876274109,0.25713950395584106,-0.08441496640443802,0.46167314052581787,0.2745356261730194,-0.04280766472220421,0.43091726303100586,0.18545779585838318,-0.07449349015951157,0.41184332966804504,0.12924253940582275,-0.09877033531665802,0.39769446849823,0.07963474094867706,-0.11603076010942459,0.4965178966522217,0.2521727681159973,-0.04618964344263077,0.46902137994766235,0.1531716138124466,-0.0755176842212677,0.4523889124393463,0.08808977901935577,-0.10002510249614716,0.4387933611869812,0.02982299029827118,-0.11767377704381943,0.5343776941299438,0.24999788403511047,-0.05341862142086029,0.5106677412986755,0.15445062518119812,-0.08121440559625626,0.49507027864456177,0.089632049202919,-0.10145729780197144,0.4817994236946106,0.03300976753234863,-0.11548914015293121,0.5749862790107727,0.26394712924957275,-0.0633624941110611,0.555021345615387,0.19018128514289856,-0.08893667161464691,0.5383339524269104,0.14113785326480865,-0.10250446200370789,0.5235555768013,0.09741947054862976,-0.11188289523124695,a
0.5699943900108337,0.4611462950706482,3.9739282442496915e-07,0.5070304274559021,0.4413243532180786,-0.029536906629800797,0.45941105484962463,0.3708043098449707,-0.044159144163131714,0.43838128447532654,0.2972555160522461,-0.056016016751527786,0.4183284640312195,0.23775674402713776,-0.06788685917854309,0.4637110233306885,0.2752305865287781,-0.03236227110028267,0.4332816004753113,0.18368186056613922,-0.05879370495676994,0.41459470987319946,0.1266898810863495,-0.07884865999221802,0.40000009536743164,0.07660944759845734,-0.09255116432905197,0.4985082149505615,0.25327813625335693,-0.03470263630151749,0.47200313210487366,0.14968369901180267,-0.05706973373889923,0.45537951588630676,0.08435229957103729,-0.07554075866937637,0.4422489106655121,0.027728408575057983,-0.0885196328163147,0.5357275009155273,0.2506166696548462,-0.040725819766521454,0.5126825571060181,0.1512909084558487,-0.061833884567022324,0.4982176125049591,0.08822183310985565,-0.07542411237955093,0.48570939898490906,0.033675938844680786,-0.08476969599723816,0.5750610828399658,0.2628333270549774,-0.04952773079276085,0.5573362708091736,0.18707534670829773,-0.06863713264465332,0.5429532527923584,0.138563871383667,-0.07667187601327896,0.5294819474220276,0.09646795690059662,-0.08170861750841141,a
0.5703436732292175,0.4649698734283447,3.675640130040847e-07,0.5033083558082581,0.44449836015701294,-0.0267045795917511,0.4529206156730652,0.3723078966140747,-0.04158418998122215,0.4302671551704407,0.29765012860298157,-0.0535602942109108,0.4073981046676636,0.2369643747806549,-0.06612458825111389,0.46671104431152344,0.2807290554046631,-0.0391957126557827,0.43209028244018555,0.18324339389801025,-0.06543217599391937,0.4113789498806,0.12352065742015839,-0.08379466831684113,0.3956875801086426,0.07333153486251831,-0.09626088291406631,0.5035455226898193,0.25953394174575806,-0.042495448142290115,0.47678127884864807,0.15091948211193085,-0.06566181033849716,0.4599788188934326,0.0843978077173233,-0.08322758227586746,0.44682490825653076,0.029645562171936035,-0.09570935368537903,0.5412486791610718,0.2573252320289612,-0.048445913940668106,0.5159125924110413,0.15244850516319275,-0.07003499567508698,0.4990215301513672,0.08659091591835022,-0.0840836688876152,0.48513928055763245,0.03233669698238373,-0.09404124319553375,0.5796526670455933,0.26934829354286194,-0.056415583938360214,0.559424102306366,0.18930648267269135,-0.07648973166942596,0.5444148778915405,0.13812729716300964,-0.08533897250890732,0.5312284231185913,0.09619337320327759,-0.09104745090007782,a
0.5570366382598877,0.46398866176605225,4.991695732314838e-07,0.49743369221687317,0.4471629858016968,-0.03237919881939888,0.44527971744537354,0.3909967541694641,-0.05254862457513809,0.4157712459564209,0.3379991948604584,-0.06978186964988708,0.3953394293785095,0.29998838901519775,-0.08770396560430527,0.4494682550430298,0.26782938838005066,-0.040779851377010345,0.4183642864227295,0.17617526650428772,-0.06941662728786469,0.3997342586517334,0.11923179030418396,-0.09177567809820175,0.3857552111148834,0.06906579434871674,-0.10743679851293564,0.48686230182647705,0.24702979624271393,-0.04444971680641174,0.46193408966064453,0.14107368886470795,-0.0696040689945221,0.4454796016216278,0.0724809467792511,-0.09104958176612854,0.43182438611984253,0.013233989477157593,-0.10634402930736542,0.5256513357162476,0.2476082146167755,-0.05163607373833656,0.5027583241462708,0.14779698848724365,-0.07436030358076096,0.48818618059158325,0.08376361429691315,-0.09132459759712219,0.4759502112865448,0.029113024473190308,-0.10326401889324188,0.5662567615509033,0.2652728259563446,-0.061728306114673615,0.5489287972450256,0.18908005952835083,-0.08166122436523438,0.5341986417770386,0.13895021378993988,-0.0912904217839241,0.5215100049972534,0.09677881002426147,-0.09775878489017487,a
